Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Self-learning capability?,Are you Introvert?,Area That Align with Your Mission,Skills,Interested Subjects,Hobbies,Fulfilling Activity,Strengths,Suggested Job Role
75,68,10,1,5,1,Healthcare,psychological assessment,Psychology,Cycling  ,Counseling,Empathetic,Clinical Psychologist
72,62,5,0,4,1,Healthcare,Counseling,Psychology,Running  ,Empathy,Empathy,Clinical Psychologist
90,62,11,1,5,1,Healthcare,Empathy,Psychology,Hiking  ,Engaging with Psychology,Empathy,Clinical Psychologist
74,87,12,1,2,0,Healthcare,Empathy,Psychology,Traveling for Inspiration  ,Assessing mental health,Empathy,Clinical Psychologist
66,74,9,1,3,0,Healthcare,patient counseling,Psychology,Coding  ,Conducting therapy sessions,Communicative,Clinical Psychologist
64,73,6,0,5,1,Healthcare,research methodologies,Psychology,Attending Engineering Events  ,Developing treatment plans,Collaborative,Clinical Psychologist
87,88,6,0,1,0,Technology and Innovation,critical thinking,Cloud Computing,Writing for Blogs  ,teamwork,Cloud innovator,Cloud Engineer
90,69,12,1,2,0,Technology and Innovation,leadership,Cloud Computing,Researching New Trends  ,decision making,Infrastructure planner,Cloud Engineer
89,91,6,0,3,1,Technology and Innovation,programming,Cloud Computing,Exploring Fashion  ,management,Cloud strategist,Cloud Engineer
61,76,6,0,4,1,Technology and Innovation,decision making,Cloud Computing,Organizing Events  ,adaptability,Migration,Cloud Engineer
63,78,3,1,3,0,Technology and Innovation,teamwork,Cloud Computing,Workshops and Webinars  ,development,Cloud solutions expert,Cloud Engineer
65,85,6,1,3,0,Technology and Innovation,photography,Cloud Computing,Creative Photography  ,testing,Resource planner,Cloud Engineer
80,74,3,0,5,1,Technology and Innovation,adaptability,Cloud Computing,Building Models  ,critical thinking,Cloud architect,Cloud Engineer
61,68,15,1,2,0,Technology and Innovation,gaming,Cloud Computing,Learning New Skills  ,leadership,Cloud strategist,Cloud Engineer
82,87,9,0,3,0,Technology and Innovation,decision making,Cloud Computing,Networking in Tech  ,programming,Cloud strategist,Cloud Engineer
75,78,9,0,2,1,Technology and Innovation,management,Cloud Computing,Tech Exploration  ,gaming,Cloud visionary,Cloud Engineer
67,76,15,1,3,1,Technology and Innovation,development,Cloud Computing,Gaming  ,photography,Cloud solutions expert,Cloud Engineer
92,79,6,0,3,0,Technology and Innovation,adaptability,Cloud Computing,App Development  ,data analysis,Cloud visionary,Cloud Engineer
60,64,9,0,1,0,Technology and Innovation,adaptability,Cloud Computing,Building Websites  ,Engaging with Cloud Computing,Innovative thinker,Cloud Engineer
88,77,12,0,5,0,Technology and Innovation,decision making,Cloud Computing,Coding  ,Designing cloud architecture,Resource planner,Cloud Engineer
75,71,12,0,3,0,Technology and Innovation,decision making,Cloud Computing,Music Production  ,Managing cloud infrastructure,Security-focused,Cloud Engineer
91,61,12,1,4,0,Technology and Innovation,decision making,Cloud Computing,Baking  ,Monitoring cloud performance,Cloud architect,Cloud Engineer
91,76,3,1,1,0,Technology and Innovation,teamwork,Cloud Computing,Animal Care  ,Automating deployment processes,Cloud architect,Cloud Engineer
86,91,15,1,2,0,Technology and Innovation,testing,Cloud Computing,Exploring New Tech  ,Optimizing cloud resources,Network planner,Cloud Engineer
86,73,12,1,3,0,Technology and Innovation,testing,Cloud Computing,Making Crafts  ,Troubleshooting cloud issues,Data-driven thinker,Cloud Engineer
60,86,6,1,3,1,Technology and Innovation,adaptability,Cloud Computing,Gardening Projects  ,Ensuring data security,Resource optimizer,Cloud Engineer
67,72,15,1,4,0,Technology and Innovation,programming,Cloud Computing,Sketching  ,Managing cloud migrations,Scalable solutions,Cloud Engineer
85,69,4,1,1,1,Technology and Innovation,programming,Cloud Computing,Networking  ,Setting up virtual networks,Cloud strategist,Cloud Engineer
62,85,3,0,5,1,Technology and Innovation,testing,Cloud Computing,Working on Personal Projects  ,Implementing disaster recovery,Cloud visionary,Cloud Engineer
74,90,8,0,5,0,Technology and Innovation,decision making,Cloud Computing,Outdoor Adventures  ,Creating scalable solutions,Cloud visionary,Cloud Engineer
63,89,7,1,5,1,Technology and Innovation,programming,Cloud Computing,Documentary Filmmaking  ,Configuring cloud services,Infrastructure planner,Cloud Engineer
86,67,3,0,4,0,Technology and Innovation,development,Cloud Computing,Social Media Content Creation  ,Ensuring system reliability,Resource planner,Cloud Engineer
62,63,9,1,4,0,Technology and Innovation,decision making,Cloud Computing,Film Making  ,Managing containerization tools,Deployment,Cloud Engineer
86,67,12,0,4,0,Technology and Innovation,decision making,Cloud Computing,Tech Exploration  ,Developing cloud-native applications,Cloud innovator,Cloud Engineer
81,61,7,0,3,1,Technology and Innovation,development,Cloud Computing,Pet Care  ,Enforcing compliance standards,Resource planner,Cloud Engineer
67,70,12,1,4,1,Technology and Innovation,programming,Cloud Computing,Exploring New Cultures  ,Testing system scalability,Cloud visionary,Cloud Engineer
88,69,5,0,3,0,Technology and Innovation,development,Cloud Computing,Parenting  ,Supporting multi-cloud environments,Cloud architect,Cloud Engineer
93,65,6,1,3,0,Technology and Innovation,adaptability,Cloud Computing,Mental Health Awareness  ,Implementing CI/CD pipelines,Resource optimizer,Cloud Engineer
62,92,4,0,5,1,Technology and Innovation,testing,Cloud Computing,Attending Conferences  ,Deploying serverless functions,Data architect,Cloud Engineer
85,65,9,0,1,0,Technology and Innovation,data analysis,Cloud Computing,Reading Books  ,Optimizing cloud costs,Flexibility,Cloud Engineer
64,93,12,0,3,1,Technology and Innovation,testing,Cloud Computing,Learning New Languages  ,Maintaining data backups,Cloud strategist,Cloud Engineer
83,65,6,1,4,1,Technology and Innovation,adaptability,Cloud Computing,Building Relationships  ,Integrating cloud platforms,Data-driven thinker,Cloud Engineer
71,85,7,1,2,0,Technology and Innovation,decision making,Cloud Computing,Sustainable Living  ,Performing vulnerability scans,Cloud innovator,Cloud Engineer
75,91,9,1,5,1,Technology and Innovation,teamwork,Cloud Computing,DIY Projects  ,Enhancing application performance,Cloud architect,Cloud Engineer
65,86,12,1,4,1,Technology and Innovation,teamwork,Cloud Computing,Storytelling  ,Managing API integrations,Cloud architect,Cloud Engineer
73,86,12,1,4,0,Technology and Innovation,adaptability,Cloud Computing,Blogging  ,Implementing monitoring tools,Resource planner,Cloud Engineer
72,80,3,0,4,0,Technology and Innovation,development,Cloud Computing,Photography and Videography  ,Updating cloud configurations,Cloud innovator,Cloud Engineer
82,83,15,1,3,0,Technology and Innovation,decision making,Cloud Computing,Writing Scripts  ,Automating system updates,Solution-focused,Cloud Engineer
92,76,12,0,4,1,Technology and Innovation,testing,Cloud Computing,Cooking for Fun  ,Analyzing cloud analytics,Resource planner,Cloud Engineer
78,67,9,0,4,1,Technology and Innovation,teamwork,Cloud Computing,Fashion Blogging  ,Securing cloud storage,Infrastructure planner,Cloud Engineer
81,78,9,1,3,1,Technology and Innovation,decision making,Cloud Computing,Fashion Design  ,Managing hybrid architectures,Cloud architect,Cloud Engineer
76,82,12,1,2,0,Technology and Innovation,testing,Cloud Computing,Running Fashion Shows  ,Deploying load balancers,Vigilant,Cloud Engineer
68,63,6,1,3,1,Technology and Innovation,programming,Cloud Computing,Modeling  ,Ensuring data availability,Infrastructure planner,Cloud Engineer
73,87,12,1,5,1,Technology and Innovation,teamwork,Cloud Computing,Fashion Photography  ,Debugging infrastructure issues,Infrastructure planner,Cloud Engineer
93,87,12,1,2,1,Technology and Innovation,development,Cloud Computing,Fashion Styling  ,Managing access permissions,Results-oriented,Cloud Engineer
62,89,7,0,4,0,Technology and Innovation,development,Cloud Computing,Fitness Challenges  ,Overseeing cloud compliance,Creative problem-solver,Cloud Engineer
91,93,5,1,4,0,Technology and Innovation,testing,Cloud Computing,Volunteering  ,Supporting DevOps processes,Insightful advisor,Cloud Engineer
68,92,9,0,5,0,Technology and Innovation,programming,Cloud Computing,Recycling Projects  ,Configuring IAM policies,Cloud architect,Cloud Engineer
85,61,12,1,4,1,Technology and Innovation,testing,Cloud Computing,Interior Design  ,Designing cloud architecture,Cloud innovator,Cloud Engineer
72,94,9,1,3,1,Technology and Innovation,testing,Computer Science,Exploring Fashion  ,Developing FPGA systems,Hardware specialist,Computer Engineer
90,76,11,1,4,0,Technology and Innovation,decision making,Computer Science,Photography  ,Testing hardware prototypes,Systems analyst,Computer Engineer
65,73,6,0,3,0,Technology and Innovation,teamwork,Computer Science,Attending Conferences  ,Designing quantum algorithms,Systems analyst,Computer Engineer
71,78,15,1,2,0,Technology and Innovation,decision making,Computer Science,Learning New Skills  ,Optimizing power consumption,Systems analyst,Computer Engineer
75,72,9,1,3,1,Technology and Innovation,adaptability,Computer Science,Writing Scripts  ,Implementing edge computing,Systems analyst,Computer Engineer
94,74,15,0,1,0,Technology and Innovation,decision making,Computer Science,Art Appreciation  ,Configuring wireless systems,Technical innovator,Computer Engineer
72,79,9,1,2,1,Technology and Innovation,decision making,Computer Science,Building Relationships  ,Creating simulation models,Problem-solver,Computer Engineer
91,84,3,0,5,1,Technology and Innovation,programming,Computer Science,Learning New Languages  ,Innovating hardware designs,Hardware expert,Computer Engineer
68,92,6,0,1,1,Technology and Innovation,decision making,Computer Science,Cooking  ,Building scalable servers,Analytical thinker,Computer Engineer
80,69,12,0,4,1,Technology and Innovation,programming,Computer Science,Socializing  ,Supporting AI-driven hardware,Technical problem-solver,Computer Engineer
76,75,3,0,4,1,Technology and Innovation,decision making,Computer Science,Building Personal Projects  ,Engaging with Computer Systems,Technical expert,Computer Engineer
85,68,12,0,3,0,Technology and Innovation,programming,Computer Science,Networking  ,Designing computer systems,Systems integrator,Computer Engineer
79,76,8,0,3,1,Technology and Innovation,decision making,Computer Science,Exploring New Tech  ,Developing hardware components,Technical expert,Computer Engineer
60,71,10,0,1,1,Technology and Innovation,testing,Computer Science,Building Models  ,Testing system performance,Hardware specialist,Computer Engineer
80,61,9,0,4,1,Technology and Innovation,decision making,Computer Science,Tech Exploration  ,Debugging hardware issues,Systems analyst,Computer Engineer
92,64,12,0,3,0,Technology and Innovation,testing,Computer Science,Documentary Filmmaking  ,Programming embedded systems,Technical innovator,Computer Engineer
92,84,12,1,2,0,Technology and Innovation,development,Computer Science,Music Production  ,Creating device drivers,Technical expert,Computer Engineer
73,94,8,1,4,1,Technology and Innovation,adaptability,Computer Science,Gardening  ,Designing circuit boards,Technical innovator,Computer Engineer
92,93,6,0,3,0,Technology and Innovation,development,Computer Science,Traveling  ,Optimizing system efficiency,Operational leader,Computer Engineer
79,94,6,1,4,0,Technology and Innovation,adaptability,Computer Science,Fitness  ,Developing software tools,Technical expert,Computer Engineer
72,65,6,1,5,0,Technology and Innovation,adaptability,Computer Science,Running  ,Configuring operating systems,Detail-oriented,Computer Engineer
62,78,6,1,4,1,Technology and Innovation,adaptability,Computer Science,Creative Writing  ,Implementing network protocols,Technical expert,Computer Engineer
94,92,10,0,3,1,Technology and Innovation,decision making,Computer Science,App Development  ,Researching emerging technologies,Security advocate,Computer Engineer
61,68,12,0,3,1,Technology and Innovation,testing,Computer Science,Building Websites  ,Enhancing system security,Technical expert,Computer Engineer
86,67,9,0,2,1,Technology and Innovation,gaming,Computer Science,Volunteering  ,Designing microprocessors,Systems analyst,Computer Engineer
63,80,12,0,3,1,Technology and Innovation,decision making,Computer Science,Gaming  ,Developing robotics systems,Hardware specialist,Computer Engineer
84,65,12,0,1,0,Technology and Innovation,leadership,Computer Science,Exploring Art  ,Integrating hardware and software,Network architect,Computer Engineer
82,79,12,1,4,0,Technology and Innovation,decision making,Computer Science,Researching Trends  ,Configuring IoT devices,Systems thinker,Computer Engineer
66,79,12,0,3,1,Technology and Innovation,testing,Computer Science,Mental Health Awareness  ,Testing electronic circuits,Technical expert,Computer Engineer
80,80,15,1,5,0,Technology and Innovation,teamwork,Computer Science,Cooking for Fun  ,Maintaining computer hardware,Detail-oriented,Computer Engineer
92,75,6,1,3,0,Technology and Innovation,testing,Computer Science,Learning New Languages  ,Supporting system upgrades,Technical expert,Computer Engineer
84,67,4,1,5,1,Technology and Innovation,teamwork,Computer Science,Building Relationships  ,Debugging software issues,Efficient coder,Computer Engineer
76,66,12,1,4,0,Technology and Innovation,programming,Computer Science,Running Events  ,Analyzing system requirements,Analytical thinker,Computer Engineer
60,88,9,0,3,1,Technology and Innovation,testing,Computer Science,Fashion Photography  ,Designing custom solutions,Hardware specialist,Computer Engineer
80,75,11,1,4,1,Technology and Innovation,programming,Computer Science,Fashion Styling  ,Developing AI applications,Change agent,Computer Engineer
69,65,12,1,2,1,Technology and Innovation,adaptability,Computer Science,Fashion Design  ,Supporting cloud integration,Technical problem-solver,Computer Engineer
88,71,10,1,5,1,Technology and Innovation,development,Computer Science,Traveling for Inspiration  ,Automating computing processes,Resource optimizer,Computer Engineer
62,69,12,0,4,1,Technology and Innovation,problem solving,Computer Science,Sustainable Living  ,Configuring server environments,Detail-oriented,Computer Engineer
67,91,6,1,4,1,Technology and Innovation,management,Computer Science,Fitness Challenges  ,Developing high-speed processors,Design,Computer Engineer
